Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,20,36,28,40,21,45,39,49,33,57,48,55,40,26,35,32,25,55,42,47,55,52,50,44,28
aol,45,28,36,28,41,19,45,42,48,33,61,49,55,36,25,35,33,26,55,43,47,55,52,50,46,28
climaton,45,28,37,27,43,19,45,39,48,34,61,48,57,41,27,36,32,27,55,28,46,55,54,52,46,28
cnn,45,20,36,28,40,19,44,39,49,33,57,49,57,41,26,34,32,27,56,42,47,56,53,51,46,28
findlocalweather,45,28,36,27,41,19,45,41,48,34,61,48,55,39,27,36,32,25,55,43,48,55,50,50,46,28
foxnews,45,29,36,28,42,19,44,39,48,33,58,45,57,41,26,34,32,27,56,42,47,56,53,51,46,28
herald,45,20,36,27,41,20,45,39,49,34,61,48,55,40,26,35,32,24,55,42,47,55,52,50,46,28
msn,45,19,36,27,41,19,45,39,48,34,61,48,55,39,27,36,32,25,55,43,46,55,50,50,46,28
nytimes,45,20,36,27,41,21,45,39,49,32,57,48,51,40,23,35,32,24,53,42,47,52,51,48,44,28
unisys,45,29,36,27,41,20,45,39,49,33,61,49,55,40,26,35,32,24,53,42,47,55,52,50,46,28
uswx,45,20,36,27,41,20,45,39,49,34,61,49,54,40,26,35,32,25,55,42,47,55,52,50,46,28
washingtonpost,45,20,36,28,40,21,45,39,49,33,57,48,55,40,26,35,32,25,55,42,47,55,52,50,44,28
weatherbug,45,27,36,28,42,23,47,40,45,33,61,45,53,39,24,36,31,27,55,43,44,53,51,50,45,28
weatherforyou,44,19,34,27,39,19,45,41,47,33,59,48,55,41,27,36,37,25,52,43,49,53,54,49,46,28
wunderground,46,28,35,28,42,26,45,40,48,31,58,45,54,40,26,36,34,24,50,42,49,52,51,49,43,28
yahoo,45,23,36,27,41,20,45,39,48,33,61,49,55,40,26,35,32,25,55,42,48,50,53,52,46,28
