Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,22,38,29,43,22,53,41,48,33,55,53,58,41,27,35,32,26,62,43,45,58,53,52,45,31
aol,45,29,35,30,43,22,52,44,48,32,55,51,58,37,24,35,32,27,61,45,45,57,52,51,47,29
climaton,45,32,34,30,45,23,54,43,48,34,55,54,59,39,28,36,32,28,63,32,45,57,54,54,46,32
cnn,45,22,38,29,43,23,53,43,48,33,55,53,58,41,27,35,32,27,62,43,45,58,53,52,47,31
findlocalweather,45,30,37,30,45,23,54,45,48,34,55,52,57,41,27,36,32,27,63,43,46,57,54,52,46,30
foxnews,45,32,36,30,45,23,54,43,48,33,57,48,59,40,27,36,32,29,62,43,46,58,54,53,47,32
herald,45,22,38,30,44,23,53,41,48,33,55,53,58,41,27,35,32,27,62,43,45,58,53,52,47,31
msn,45,21,37,30,45,23,54,43,48,34,55,52,57,41,27,36,32,27,63,43,46,57,54,52,46,30
nytimes,45,22,38,30,44,22,53,43,48,32,55,53,57,41,23,35,32,27,54,43,45,55,52,55,45,31
unisys,44,30,38,30,44,23,53,43,48,33,56,51,58,41,28,35,32,27,54,43,45,58,53,52,47,31
uswx,45,22,38,30,44,23,53,41,48,33,55,51,57,41,27,35,32,26,62,43,45,58,53,52,47,31
washingtonpost,45,22,38,29,43,22,53,43,48,33,55,53,58,41,27,35,32,26,62,43,45,58,53,52,45,31
weatherbug,44,29,32,30,45,23,52,44,46,33,55,50,56,39,26,38,32,30,59,43,42,56,55,53,45,33
weatherforyou,44,21,31,30,42,23,54,45,47,32,56,51,57,41,27,36,37,27,53,43,47,56,54,52,46,30
wunderground,46,32,31,30,43,26,48,43,49,31,55,47,57,41,27,37,34,28,52,41,47,55,54,53,44,32
yahoo,45,27,38,30,44,23,53,43,48,33,56,51,58,41,28,35,32,29,62,43,46,51,53,55,47,31
