Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,34,17,23,21,30,13,44,29,36,18,55,54,56,24,23,25,20,19,60,44,41,57,52,50,45,19
aol,35,20,23,20,31,14,44,31,36,19,55,50,56,22,20,25,23,19,60,46,41,57,52,50,47,19
climaton,36,19,23,21,30,16,46,28,37,18,59,54,57,25,21,27,19,19,63,25,43,57,54,54,46,19
cnn,36,18,24,20,30,15,47,29,37,18,61,54,57,25,22,26,20,19,63,44,43,58,53,53,47,19
findlocalweather,36,19,23,21,30,16,45,30,37,18,55,50,55,25,23,25,19,19,61,45,43,57,52,50,46,19
foxnews,36,19,24,21,31,15,47,29,36,18,64,51,57,25,22,26,20,19,63,44,46,58,53,53,47,19
herald,35,17,23,21,31,15,44,29,37,18,55,54,56,24,23,25,22,19,60,44,41,57,52,50,47,19
msn,36,18,23,21,30,16,45,28,36,18,54,50,55,25,23,25,19,19,61,45,43,57,52,50,46,19
nytimes,32,17,23,21,31,13,44,30,37,16,53,54,54,24,18,25,20,19,58,44,41,54,51,54,45,19
unisys,35,20,23,21,31,15,44,29,36,18,55,50,56,24,23,25,22,19,58,44,41,57,52,50,47,19
uswx,35,17,23,21,31,15,44,29,37,18,55,50,56,24,23,25,20,19,60,44,41,57,52,50,47,19
washingtonpost,34,17,23,21,30,13,44,29,36,18,55,54,56,24,23,25,20,19,60,44,41,57,52,50,45,19
weatherbug,34,17,21,21,31,14,47,29,33,18,55,49,54,24,18,25,21,18,60,44,38,54,52,50,45,16
weatherforyou,34,18,23,21,30,16,45,30,36,18,55,52,55,25,23,25,25,19,54,46,43,55,54,51,46,19
wunderground,35,18,21,22,31,16,46,30,36,18,54,50,55,25,21,24,26,18,54,42,42,54,53,50,44,18
yahoo,35,19,23,21,31,15,44,29,36,18,55,51,56,24,23,25,22,19,60,44,43,53,53,54,47,19
