Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,50,35,36,32,47,30,59,45,55,37,59,55,63,45,32,44,37,36,67,45,52,60,53,55,46,40
aol,50,36,36,34,48,29,60,47,53,39,60,54,64,44,31,43,38,35,67,49,52,61,54,57,49,40
climaton,50,36,37,32,48,28,59,45,54,37,61,55,63,45,32,45,36,34,66,30,52,61,54,55,48,39
cnn,50,34,36,31,45,28,55,42,54,38,59,53,61,45,32,43,35,33,63,43,51,58,52,51,45,37
findlocalweather,50,36,36,32,48,28,59,45,54,37,61,54,63,45,32,45,37,36,66,45,54,61,54,55,48,39
foxnews,50,37,36,31,46,28,55,42,52,38,60,51,61,45,32,40,35,33,63,43,51,58,52,51,46,37
herald,50,35,36,32,48,28,59,45,54,37,60,55,63,45,32,44,36,34,67,45,52,60,53,55,48,40
msn,48,34,36,30,46,28,55,43,52,37,61,52,61,45,32,43,36,36,63,43,52,57,52,52,46,37
nytimes,49,35,36,32,48,30,59,47,54,36,60,55,58,45,28,44,37,34,64,46,52,61,52,52,47,40
unisys,50,36,36,32,48,29,59,45,55,37,60,53,63,45,32,44,36,34,64,45,52,60,53,55,48,40
uswx,50,35,36,32,48,28,59,45,54,37,60,53,59,45,32,45,37,36,67,45,52,60,53,55,48,40
washingtonpost,50,35,36,32,47,30,59,45,55,37,59,55,63,45,32,44,37,36,67,45,52,60,53,55,46,40
weatherbug,50,32,34,33,46,29,60,45,51,38,60,52,63,45,30,47,40,34,66,47,48,59,54,51,46,40
weatherforyou,49,36,35,32,50,28,59,45,53,39,60,60,63,45,32,45,37,36,67,45,53,60,54,55,48,39
wunderground,52,36,35,33,50,29,59,47,55,38,60,54,64,45,41,47,45,34,70,45,52,60,56,55,51,40
yahoo,50,36,36,32,48,28,59,45,52,37,60,55,63,45,32,44,36,36,67,45,53,61,53,52,48,40
