Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,35,23,35,26,37,27,57,34,43,27,41,59,64,36,23,35,28,27,69,51,36,60,54,59,48,32
aol,35,23,33,27,37,26,55,35,41,26,44,57,62,33,20,33,28,26,68,51,36,59,53,59,49,28
climaton,36,30,36,27,37,27,57,34,41,27,45,59,64,36,23,36,27,27,70,23,36,61,54,59,50,32
cnn,35,23,35,26,37,27,57,34,41,27,41,59,64,36,23,35,28,26,69,51,36,60,54,59,50,32
findlocalweather,36,30,36,27,37,27,57,34,41,27,45,57,64,36,23,36,28,27,70,52,39,61,54,59,50,32
foxnews,35,30,38,29,38,27,57,34,41,29,44,57,66,37,24,35,28,28,67,51,38,61,53,60,50,33
herald,35,23,35,27,37,27,57,34,41,27,44,59,63,36,23,35,27,26,69,51,36,60,54,59,50,32
msn,36,23,36,27,37,27,57,34,41,27,43,57,64,36,23,36,28,27,70,52,37,61,54,59,50,32
nytimes,34,23,35,27,37,27,57,37,41,25,44,59,64,36,19,35,28,26,65,51,36,60,56,60,46,32
unisys,35,30,35,27,38,27,57,34,43,27,44,58,64,36,23,35,27,26,65,51,36,60,54,59,50,32
uswx,35,21,33,25,37,27,56,34,40,27,45,57,60,34,22,32,28,26,68,52,36,59,54,60,50,28
washingtonpost,35,23,35,26,37,27,57,34,43,27,41,59,64,36,23,35,28,27,69,51,36,60,54,59,48,32
weatherbug,35,26,31,25,38,24,57,34,38,27,44,56,60,36,18,34,27,27,66,48,33,57,56,59,47,29
weatherforyou,34,23,30,27,40,27,57,34,41,26,44,61,64,36,23,36,31,27,65,53,37,59,54,61,50,32
wunderground,36,29,31,27,37,27,57,35,41,27,43,57,61,34,21,33,27,26,67,46,37,59,59,60,47,31
yahoo,35,28,35,27,38,27,57,34,41,27,44,58,64,36,23,35,27,27,69,51,39,59,54,61,50,32
