Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,33,27,36,28,33,24,52,32,41,27,48,54,62,34,25,33,27,28,63,49,33,59,52,53,46,30
aol,33,30,36,30,35,24,54,35,40,28,44,54,64,35,22,33,28,29,64,50,34,60,50,55,49,30
climaton,34,28,34,27,34,21,48,30,39,25,45,52,57,32,23,32,25,27,61,27,34,57,52,52,48,28
cnn,33,27,36,28,33,23,52,32,39,27,48,54,62,34,25,33,27,29,63,49,33,59,52,53,48,30
findlocalweather,34,30,36,28,34,23,52,34,39,27,45,54,63,34,25,34,27,28,63,48,36,59,52,54,48,30
foxnews,33,29,36,26,34,22,48,31,37,25,45,51,57,32,23,32,26,27,61,47,34,57,51,52,48,28
herald,33,27,36,28,36,23,52,32,39,27,44,54,62,34,25,33,27,29,63,49,33,59,52,53,48,30
msn,34,27,36,28,34,23,52,32,39,27,43,54,63,34,25,34,27,28,63,48,34,59,52,54,48,30
nytimes,32,27,36,28,36,24,52,33,39,27,42,54,58,34,19,33,27,29,62,50,33,58,50,55,45,30
unisys,33,30,36,28,34,23,52,32,41,27,44,53,62,34,25,33,26,29,62,49,33,59,52,53,48,30
uswx,33,27,36,28,36,23,52,32,39,27,44,53,58,34,25,33,27,28,63,49,33,59,52,53,48,30
washingtonpost,33,27,36,28,33,24,52,32,41,27,48,54,62,34,25,33,27,28,63,49,33,59,52,53,46,30
weatherbug,33,27,39,27,37,22,55,32,37,29,44,53,63,34,21,43,26,29,63,50,31,57,53,53,45,29
weatherforyou,34,27,40,28,36,23,52,34,39,29,41,57,63,34,25,34,31,28,65,50,36,60,52,55,48,30
wunderground,36,28,36,30,35,24,51,33,40,30,49,55,62,39,24,32,29,29,66,44,36,60,54,57,46,30
yahoo,33,28,36,26,34,23,52,32,39,27,44,54,62,34,25,33,27,28,63,49,36,59,52,55,48,30
