Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,48,38,47,30,44,32,45,43,52,28,50,62,68,44,27,42,37,38,69,46,50,61,58,63,49,40
aol,46,40,45,29,43,32,44,45,51,28,54,60,67,39,24,42,37,38,68,48,50,60,56,62,49,38
climaton,48,41,46,28,45,32,45,43,52,28,54,63,68,45,27,43,37,37,70,30,50,61,57,63,48,39
cnn,48,38,47,30,44,32,45,43,51,28,50,62,68,44,27,42,37,37,69,46,50,61,58,63,49,40
findlocalweather,46,41,46,28,45,32,45,45,52,28,54,61,68,45,27,43,37,37,70,46,52,61,57,63,48,39
foxnews,48,41,51,30,44,32,43,43,52,29,54,60,68,47,28,45,37,37,70,46,51,62,57,62,47,41
herald,47,38,47,29,44,32,45,43,51,28,54,62,66,44,25,42,37,37,69,46,50,60,58,63,49,40
msn,46,37,46,28,45,32,45,43,50,28,48,61,68,45,27,43,37,37,70,46,50,61,57,63,48,39
nytimes,46,38,47,29,44,32,45,44,51,28,50,62,69,44,25,42,37,37,67,44,50,62,58,63,46,40
unisys,47,41,47,29,44,32,45,43,54,28,53,61,68,44,27,42,37,37,67,46,50,61,58,63,49,40
uswx,47,36,47,29,44,31,45,43,51,27,51,61,62,43,25,38,37,39,69,46,50,60,57,58,50,40
washingtonpost,48,38,47,30,44,32,45,43,52,28,50,62,68,44,27,42,37,38,69,46,50,61,58,63,49,40
weatherbug,48,36,41,28,45,29,46,42,48,28,51,61,63,43,23,42,36,37,68,46,46,60,56,57,48,39
weatherforyou,47,37,40,28,44,32,45,45,50,28,52,64,68,45,27,43,39,37,68,47,49,61,57,61,48,39
wunderground,47,39,40,29,44,32,51,43,51,26,51,61,64,42,25,41,36,34,69,44,48,66,59,62,48,39
yahoo,46,39,47,29,44,32,45,43,50,28,54,62,68,44,27,42,37,38,69,46,51,63,58,63,49,40
