Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,48,33,36,29,43,27,49,42,51,36,57,48,55,41,30,37,34,34,56,40,48,53,49,48,40,35
aol,50,35,36,31,44,28,51,46,51,37,61,47,57,41,29,38,35,34,59,42,49,54,50,49,40,36
climaton,46,34,36,28,43,25,45,41,50,34,59,46,55,39,28,37,34,30,54,30,48,54,48,46,43,34
cnn,47,31,34,30,42,25,44,41,50,34,57,47,56,39,29,37,34,30,54,40,48,53,48,47,42,33
findlocalweather,48,36,36,28,43,27,48,45,52,36,59,45,55,41,30,37,34,34,55,39,48,54,46,48,39,36
foxnews,47,33,34,29,43,25,44,41,48,34,59,41,55,39,29,37,34,30,54,40,48,53,48,47,42,33
herald,49,33,36,29,43,27,49,42,51,36,61,48,55,41,30,37,34,32,56,39,48,53,49,48,40,35
msn,48,34,36,28,43,27,48,43,50,36,57,45,55,41,30,37,34,34,55,39,48,54,46,48,39,36
nytimes,48,33,36,29,43,27,49,43,51,36,57,48,49,41,27,37,34,32,55,41,48,51,48,48,44,35
unisys,49,35,35,29,43,26,49,42,51,36,59,45,55,41,30,37,34,32,55,40,48,53,49,48,40,35
uswx,49,33,36,30,43,27,49,42,51,36,61,45,56,41,30,37,34,34,56,39,48,53,49,48,40,35
washingtonpost,48,33,36,29,43,27,49,42,51,36,57,48,55,41,30,37,34,34,56,40,48,53,49,48,40,35
weatherbug,45,31,33,29,43,25,50,42,48,38,59,42,54,39,27,41,34,31,55,40,44,53,50,46,43,36
weatherforyou,48,34,34,28,41,27,48,45,51,37,59,46,55,41,30,37,34,34,59,39,49,52,48,47,39,36
wunderground,50,34,33,30,44,27,45,42,52,39,58,45,54,42,34,40,39,32,55,39,48,55,49,48,43,36
yahoo,49,34,36,32,43,26,49,42,50,36,59,44,55,41,30,37,34,34,56,40,49,51,49,48,40,35
