Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,50,30,37,25,40,26,47,40,51,32,50,50,57,31,30,37,30,30,60,44,50,58,53,50,46,32
aol,50,32,38,25,40,27,47,39,52,33,51,47,56,29,28,37,32,31,60,46,50,58,52,49,47,32
climaton,52,32,37,25,41,27,50,39,54,32,52,52,55,32,30,37,30,30,61,28,50,57,54,52,46,32
cnn,51,30,37,25,39,27,50,40,53,32,50,51,56,32,30,38,31,30,60,45,50,58,54,52,46,32
findlocalweather,50,32,37,25,41,27,46,39,54,32,52,46,57,30,30,37,30,30,61,45,52,57,52,50,46,32
foxnews,50,32,37,27,42,27,50,38,54,33,54,47,57,36,31,39,30,33,62,46,51,58,55,53,49,33
herald,50,30,37,25,41,27,47,40,53,32,51,50,57,31,30,37,30,30,61,44,50,58,53,50,47,32
msn,50,30,37,25,41,27,46,39,54,32,50,46,57,30,30,37,30,30,61,45,50,57,52,50,46,32
nytimes,48,30,37,25,41,26,47,40,53,32,51,50,52,31,28,37,30,30,58,44,50,56,52,48,45,32
unisys,50,32,37,25,41,27,47,40,51,32,51,47,57,31,30,38,30,30,58,44,50,58,53,50,47,32
uswx,50,30,37,25,41,27,47,40,53,32,51,47,55,31,30,37,30,30,60,44,50,58,53,50,47,32
washingtonpost,50,30,37,25,40,26,47,40,51,32,50,50,57,31,30,37,30,30,60,44,50,58,53,50,46,32
weatherbug,51,30,36,24,44,27,47,42,51,33,52,46,55,32,27,39,29,30,62,45,45,57,53,52,46,31
weatherforyou,48,30,35,25,37,27,46,39,52,32,51,46,57,30,30,37,36,30,58,44,50,57,54,49,46,32
wunderground,50,30,36,26,41,28,51,38,53,32,50,46,55,32,29,38,32,30,59,41,50,55,53,48,44,31
yahoo,50,32,37,25,41,27,47,40,54,32,51,48,57,31,30,37,30,30,60,44,51,56,53,48,47,32
