Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,35,19,32,21,34,24,52,32,39,21,41,56,59,32,19,28,19,24,65,48,36,57,53,53,48,28
aol,34,25,29,24,34,25,53,35,39,22,44,55,58,29,15,25,25,25,64,47,35,57,53,53,49,23
climaton,36,28,34,25,37,27,55,34,39,25,45,57,63,34,21,32,27,27,68,21,36,59,54,61,50,28
cnn,35,24,31,23,35,26,55,33,39,22,41,57,60,33,20,29,19,26,66,50,36,58,53,56,50,28
findlocalweather,34,27,30,25,37,27,55,36,39,21,45,55,61,34,19,28,19,25,66,50,37,57,54,55,50,28
foxnews,35,27,31,24,37,26,55,33,39,22,45,56,60,33,20,29,19,26,66,50,38,58,53,56,50,28
herald,34,19,32,23,36,24,52,32,38,21,46,57,59,32,19,28,27,26,65,48,36,57,53,53,49,28
msn,34,25,30,23,37,27,55,32,39,21,45,55,61,34,19,28,19,25,64,50,37,57,54,55,50,28
nytimes,34,24,31,24,37,26,55,35,39,21,46,57,60,33,16,29,19,26,63,50,36,56,53,59,46,28
unisys,34,27,32,23,36,24,52,32,39,21,46,53,59,32,19,28,27,26,60,48,36,57,53,53,49,28
uswx,34,19,32,23,36,24,52,32,38,21,46,53,58,32,19,28,27,24,65,48,36,57,53,53,49,28
washingtonpost,35,24,31,23,35,26,55,32,40,22,41,57,60,33,20,29,19,25,66,50,36,58,53,56,47,28
weatherbug,35,25,28,23,37,22,54,34,37,25,44,54,57,33,17,31,27,26,63,48,32,56,54,55,48,28
weatherforyou,34,25,28,23,34,25,52,34,39,25,44,53,59,32,19,28,32,25,57,50,37,56,54,55,48,28
wunderground,36,28,27,25,35,24,51,32,39,24,43,52,57,32,18,30,28,25,57,44,36,55,55,55,46,30
yahoo,34,25,31,23,37,26,52,32,39,22,45,56,60,33,20,29,27,25,65,50,38,55,53,55,50,28
