Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,34,17,23,21,30,13,44,29,36,18,52,54,56,24,23,25,20,19,60,44,41,57,52,50,45,19
aol,34,20,23,20,31,13,42,30,34,19,54,48,54,22,20,25,22,20,57,45,39,56,52,48,47,19
climaton,34,19,23,21,30,16,45,28,37,18,54,54,55,25,23,25,21,19,61,25,41,57,52,50,46,19
cnn,34,17,23,21,30,15,44,29,37,18,54,54,56,24,23,25,20,19,60,44,41,57,52,50,47,19
findlocalweather,36,19,23,21,30,16,45,30,37,18,54,50,55,25,23,25,19,19,61,45,43,57,52,50,46,18
foxnews,34,20,23,21,31,15,44,29,36,18,55,50,56,24,23,25,20,19,60,44,43,57,52,50,47,19
herald,33,18,24,21,31,14,43,29,36,18,52,54,55,24,22,23,21,19,60,44,39,56,52,50,47,18
msn,34,18,25,21,30,16,43,28,34,18,54,50,55,25,21,25,19,19,57,45,43,55,52,50,46,18
nytimes,32,17,23,21,31,13,44,30,37,18,53,54,54,24,18,25,20,19,58,44,41,54,51,50,45,18
unisys,33,21,24,21,31,14,43,29,36,18,52,49,55,24,22,23,21,19,54,44,39,56,52,50,47,18
uswx,33,18,24,21,31,14,43,29,36,18,52,49,56,24,22,23,19,20,57,44,39,56,52,50,47,18
washingtonpost,34,17,23,21,30,13,44,29,36,18,52,54,56,24,23,25,20,19,60,44,41,57,52,50,45,19
weatherbug,34,17,21,21,31,14,47,29,33,18,55,49,54,24,18,25,21,18,60,44,38,54,52,50,45,15
weatherforyou,33,18,22,21,30,16,43,30,36,18,55,52,55,25,21,25,26,19,53,46,42,55,52,50,46,18
wunderground,34,19,22,22,31,15,45,30,36,18,51,49,55,24,21,23,25,19,52,42,42,54,52,51,45,18
yahoo,35,19,23,21,31,15,44,29,34,18,54,51,56,24,23,25,21,19,60,44,43,53,52,54,47,19
