Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,48,30,36,25,36,27,45,37,50,29,46,47,54,29,29,36,30,30,58,43,50,55,50,47,42,34
aol,48,32,36,26,38,27,45,36,50,31,49,45,54,27,26,35,30,32,58,44,49,55,49,44,42,32
climaton,48,32,36,25,37,28,45,37,52,28,50,48,55,28,28,36,28,30,55,30,50,55,50,46,45,34
cnn,49,30,36,25,36,28,45,37,52,29,50,48,56,29,29,36,30,30,56,43,50,56,50,47,44,32
findlocalweather,48,32,36,25,37,28,45,36,52,28,48,45,54,28,28,36,28,32,57,43,52,55,46,45,43,32
foxnews,49,32,36,24,38,28,45,37,52,29,50,43,56,29,29,36,30,30,56,43,51,56,50,47,44,32
herald,48,30,36,24,38,28,45,36,51,29,49,47,54,29,28,35,29,30,58,43,49,55,49,44,42,32
msn,48,30,36,25,37,28,45,36,50,28,48,45,54,28,28,36,28,32,57,43,50,55,46,45,43,32
nytimes,46,30,36,24,38,27,45,36,51,27,48,47,48,29,27,35,29,30,58,45,49,54,49,45,45,32
unisys,48,32,36,24,38,28,45,36,49,29,49,45,54,29,28,35,29,30,58,43,49,55,49,44,42,32
uswx,48,30,36,24,38,28,45,36,51,29,49,45,53,29,28,35,29,32,58,43,49,55,49,44,42,32
washingtonpost,48,30,36,25,36,27,45,37,50,29,46,47,54,29,29,36,30,30,58,43,50,55,50,47,42,34
weatherbug,48,29,34,24,40,26,44,38,47,29,48,42,51,28,24,37,27,32,55,44,45,54,52,44,44,31
weatherforyou,47,30,35,25,35,28,45,36,50,29,49,42,54,28,28,36,35,32,57,45,51,55,50,46,43,32
wunderground,48,30,34,26,38,29,48,38,51,29,47,44,51,29,27,36,31,30,53,41,50,53,51,45,43,32
yahoo,48,32,36,24,38,28,45,37,50,29,50,47,54,29,29,36,28,30,58,43,51,53,50,47,44,34
