Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,46,29,34,24,36,28,43,37,49,25,39,44,51,28,26,34,28,32,55,45,50,55,46,46,44,33
aol,46,31,35,25,39,29,43,38,49,28,48,42,51,27,25,34,29,31,55,45,50,55,48,46,42,33
climaton,46,32,36,25,39,28,43,36,50,25,46,46,52,28,27,34,28,30,55,28,48,55,48,46,43,32
cnn,46,30,34,24,36,28,44,36,50,25,41,46,52,29,27,34,28,30,56,42,49,55,49,46,43,32
findlocalweather,46,30,34,25,39,28,43,37,50,25,48,43,52,28,27,34,28,32,55,45,52,55,45,46,43,34
foxnews,46,32,35,24,39,28,44,36,50,25,47,40,52,29,27,34,28,29,56,42,51,55,49,46,42,33
herald,46,29,34,24,39,29,43,37,50,25,48,45,51,28,26,34,29,30,55,45,50,55,46,46,42,34
msn,46,28,34,25,39,28,43,37,50,25,46,43,52,28,27,34,28,32,55,45,50,55,45,46,43,34
nytimes,45,29,34,24,39,28,43,36,50,23,46,44,47,28,23,34,28,30,56,45,50,54,48,45,44,33
unisys,46,31,34,24,39,29,43,37,49,25,48,42,51,28,26,34,29,30,56,45,50,55,46,46,42,33
uswx,46,29,34,24,39,29,43,37,50,25,48,42,50,28,26,34,28,30,55,45,50,55,46,46,42,34
washingtonpost,46,29,34,24,36,28,43,37,49,25,39,44,51,28,26,34,28,32,55,45,50,55,46,46,44,33
weatherbug,42,29,34,24,40,27,43,37,46,25,46,41,50,28,22,37,27,32,55,44,45,54,50,46,44,32
weatherforyou,45,28,34,25,35,28,43,37,49,26,45,40,52,28,27,34,34,32,56,45,50,55,46,44,43,34
wunderground,46,31,33,25,39,29,45,38,50,25,44,41,50,28,25,36,28,30,52,41,49,49,48,42,43,32
yahoo,46,30,36,24,39,29,43,37,50,25,48,41,51,28,27,34,29,32,55,45,52,54,46,46,42,33
