Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,44,34,48,30,45,27,60,42,48,37,59,55,66,46,27,40,31,35,65,43,45,62,54,63,48,39
aol,45,35,49,31,46,27,60,45,49,36,58,55,67,44,25,40,32,35,63,44,45,62,53,62,49,39
climaton,45,36,46,30,46,27,61,41,48,36,59,55,64,46,28,43,30,36,63,34,45,61,54,61,48,37
cnn,45,33,46,29,45,27,60,41,49,35,61,55,65,47,28,42,31,35,63,43,45,61,53,60,48,38
findlocalweather,45,36,46,30,46,27,61,43,48,36,59,54,64,46,28,43,30,36,63,43,45,61,54,61,48,37
foxnews,43,35,46,30,46,27,60,41,48,35,59,54,65,47,28,42,31,35,63,43,44,61,53,60,48,38
herald,45,34,48,30,46,27,60,42,50,37,58,56,66,46,27,40,31,35,65,43,45,62,54,63,49,39
msn,45,34,48,30,46,27,61,43,48,37,55,55,66,46,27,39,30,36,64,43,45,63,57,63,48,39
nytimes,43,34,48,30,46,27,60,45,50,34,55,56,64,46,23,40,30,35,63,43,45,62,55,63,47,39
unisys,45,35,48,30,46,27,60,42,48,37,58,55,66,46,27,40,31,35,63,43,45,62,54,63,49,39
uswx,45,34,48,30,46,27,60,42,50,37,58,55,66,46,27,40,30,35,65,43,45,62,54,63,49,39
washingtonpost,44,34,48,30,45,27,60,42,48,37,59,55,66,46,27,40,31,35,65,43,45,62,54,63,48,39
weatherbug,43,33,48,28,48,26,62,42,46,39,59,53,66,46,22,45,30,34,63,43,42,63,55,60,45,38
weatherforyou,46,34,47,30,49,27,61,43,48,37,59,60,66,46,31,39,35,36,64,43,47,62,54,62,48,39
wunderground,48,35,47,30,46,27,63,44,50,37,59,56,65,47,25,42,34,34,65,43,46,62,59,65,49,38
yahoo,45,36,46,30,46,27,60,42,48,35,58,55,66,46,27,40,31,35,65,43,45,64,53,63,49,39
