Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,27,42,29,45,25,60,43,48,34,55,57,64,44,25,38,32,32,66,44,46,62,57,59,46,35
aol,45,33,41,28,45,25,60,45,48,33,57,56,64,38,24,38,33,31,66,45,46,62,54,59,49,35
climaton,45,34,43,30,46,27,61,43,50,36,57,57,66,45,27,39,32,32,66,30,45,61,55,63,50,37
cnn,45,29,43,30,45,26,61,43,50,35,57,57,67,44,26,39,32,32,67,44,45,61,56,63,50,38
findlocalweather,45,34,43,28,46,25,61,45,50,34,57,55,66,45,25,37,32,32,66,45,46,61,55,63,48,36
foxnews,45,34,43,30,47,26,61,43,48,35,57,57,67,44,26,39,32,32,67,44,46,61,56,63,50,38
herald,45,27,42,29,46,25,60,43,50,34,57,57,64,44,25,38,32,30,66,44,46,62,57,59,49,35
msn,45,27,43,28,46,25,61,43,48,34,55,55,64,45,25,37,32,32,66,45,46,63,55,59,48,36
nytimes,45,29,43,30,47,26,61,45,50,32,55,57,65,44,25,39,32,32,63,44,45,61,56,63,49,38
unisys,45,34,42,29,46,25,60,43,48,34,57,56,64,44,25,38,32,30,63,44,46,62,57,59,49,35
uswx,45,27,42,29,46,25,60,43,50,34,57,56,61,44,25,38,32,32,66,44,46,62,57,59,49,35
washingtonpost,45,27,42,29,45,25,60,43,48,34,55,57,64,44,25,38,32,32,66,44,46,62,57,59,46,35
weatherbug,45,30,39,28,46,24,59,44,47,35,57,56,64,44,23,39,32,32,67,44,42,63,56,63,46,35
weatherforyou,45,27,35,28,44,25,61,45,48,34,56,58,64,45,25,37,36,32,63,45,46,63,55,61,48,36
wunderground,46,34,33,28,44,26,59,44,49,32,56,55,63,41,25,38,34,30,65,41,45,61,57,59,47,36
yahoo,45,30,43,30,47,26,61,43,48,35,57,57,67,44,26,39,32,34,67,44,46,63,56,63,50,38
