Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,37,17,24,23,28,18,40,27,37,22,64,46,55,25,21,25,23,19,58,42,40,56,49,46,44,18
aol,39,18,25,23,28,19,42,30,37,23,63,48,57,26,20,24,23,19,60,43,41,58,52,48,45,18
climaton,37,18,25,21,28,18,39,27,37,21,63,46,55,25,21,25,19,18,57,19,39,55,48,46,45,18
cnn,35,18,27,22,27,17,36,26,37,19,63,42,54,25,20,23,22,17,55,42,37,52,48,46,45,18
findlocalweather,37,18,25,21,28,18,39,28,37,21,63,46,55,25,21,25,23,19,57,43,43,55,50,46,45,18
foxnews,35,19,27,21,27,17,36,26,36,19,63,40,51,25,20,23,22,17,55,42,39,52,47,46,45,18
herald,38,17,25,22,28,18,40,27,38,22,63,46,55,25,21,25,20,18,58,42,40,56,49,46,45,18
msn,37,18,25,21,28,18,39,27,36,21,64,46,55,25,21,25,23,19,57,43,41,55,50,46,45,18
nytimes,36,17,24,22,28,18,40,28,38,19,64,46,49,25,18,24,23,18,58,41,40,55,49,46,44,18
unisys,38,18,26,22,28,19,40,27,37,22,63,46,55,25,22,24,20,18,58,42,40,56,49,46,45,19
uswx,38,17,25,22,28,18,40,27,38,22,63,46,55,25,21,25,23,19,58,42,40,56,48,46,45,19
washingtonpost,37,17,25,23,28,18,40,27,37,22,64,46,55,25,21,24,23,19,58,42,40,56,49,46,44,18
weatherbug,37,16,23,20,27,19,43,27,33,22,63,45,54,25,17,25,19,17,58,41,36,56,50,46,43,17
weatherforyou,37,18,28,21,27,18,39,28,39,22,65,50,55,25,21,25,26,19,60,44,43,59,48,48,45,18
wunderground,41,17,24,23,28,19,41,28,37,24,64,47,54,24,21,24,32,18,61,39,43,59,51,51,43,18
yahoo,38,19,25,22,28,18,40,27,36,22,63,47,55,25,21,25,20,19,58,42,42,54,49,46,45,21
