Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,46,16,25,23,31,21,52,30,38,25,68,57,64,28,23,25,25,16,66,45,52,60,54,60,46,18
aol,44,18,25,21,31,18,52,32,37,24,70,55,63,29,22,25,26,16,66,46,51,59,53,60,49,18
climaton,46,18,25,21,30,18,52,30,39,25,70,57,64,28,23,25,25,16,66,21,52,61,54,61,48,18
cnn,46,16,25,23,31,18,52,30,39,25,68,57,64,28,23,25,25,16,66,45,52,60,54,60,48,18
findlocalweather,45,18,25,21,30,18,52,30,39,25,70,55,64,28,23,25,30,16,66,45,55,61,55,61,48,18
foxnews,45,17,25,22,31,18,51,29,37,26,70,55,63,27,23,25,30,17,65,44,53,60,54,57,48,18
herald,45,16,25,22,31,18,52,30,39,25,70,57,64,28,23,25,25,16,66,45,52,60,54,60,48,18
msn,45,16,25,21,30,18,52,30,37,25,68,55,64,28,23,25,30,16,66,45,54,61,55,61,48,18
nytimes,41,16,25,22,31,21,52,31,39,23,68,57,62,28,21,25,25,16,65,44,52,61,57,59,46,18
unisys,45,18,25,22,31,18,52,30,38,25,69,55,64,28,23,25,25,17,65,45,52,60,54,60,48,18
uswx,45,16,25,22,31,18,52,30,39,25,70,55,60,28,23,25,30,16,66,45,52,60,54,60,48,18
washingtonpost,46,16,25,23,31,21,52,30,38,25,68,57,64,28,23,25,25,16,66,45,52,60,54,60,46,18
weatherbug,46,14,22,21,30,18,54,30,34,23,69,57,61,28,22,26,27,15,65,45,49,57,58,60,46,16
weatherforyou,45,16,24,21,30,18,52,30,39,24,70,62,64,28,23,25,29,16,66,47,53,60,54,59,48,18
wunderground,44,16,23,22,31,19,58,30,38,23,69,59,61,28,22,24,30,16,67,42,52,59,58,61,45,16
yahoo,45,18,25,22,31,18,52,30,37,25,70,56,64,28,23,25,25,16,66,45,55,60,54,59,48,18
