Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,53,34,37,31,49,28,63,49,58,35,57,59,64,41,32,44,35,34,72,53,51,61,54,59,53,37
aol,51,36,37,32,49,28,61,52,57,35,57,57,63,39,30,44,35,33,71,54,52,60,55,58,54,36
climaton,54,37,36,30,52,27,63,50,57,37,59,57,64,43,32,45,36,36,72,28,52,61,54,57,54,37
cnn,53,35,37,30,50,27,63,50,57,37,57,58,64,43,32,45,35,35,71,50,52,61,54,58,52,38
findlocalweather,52,36,37,30,50,27,63,54,57,36,57,57,64,41,32,45,36,34,72,54,52,61,55,59,55,37
foxnews,53,37,37,31,51,27,63,50,55,37,59,58,64,43,32,45,35,35,71,50,52,61,54,58,54,38
herald,51,34,37,31,50,27,63,49,57,35,58,59,64,41,32,44,35,34,72,53,52,61,54,59,55,36
msn,52,34,37,30,50,27,63,48,57,36,57,57,64,41,32,45,36,34,72,54,52,61,55,59,55,36
nytimes,50,34,37,31,50,28,63,49,57,36,57,59,64,41,28,44,35,34,69,50,51,61,56,57,52,37
unisys,51,36,37,31,50,27,63,49,58,35,58,58,64,41,32,44,35,34,69,53,51,61,54,59,55,37
uswx,51,34,37,31,50,27,63,49,57,35,58,58,62,41,32,44,35,34,72,53,52,61,54,59,55,36
washingtonpost,53,34,37,31,49,28,63,49,58,35,57,59,64,41,32,44,35,34,72,53,51,61,54,59,53,37
weatherbug,48,32,35,30,51,26,63,49,54,35,57,56,62,41,30,44,34,34,70,52,47,59,57,59,53,35
weatherforyou,50,34,36,30,49,27,63,54,56,36,58,62,64,41,32,45,36,34,70,54,51,61,54,59,55,37
wunderground,52,35,35,32,50,28,63,50,57,35,56,58,62,41,30,45,39,34,72,49,50,60,59,60,61,35
yahoo,51,36,37,31,50,27,63,49,57,35,58,59,64,41,32,45,35,34,72,53,51,60,54,57,55,38
