Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,50,33,36,29,43,29,52,42,52,37,59,48,55,44,31,37,35,35,60,39,48,56,50,49,44,35
aol,50,34,35,31,45,28,52,45,52,38,60,49,57,42,31,38,35,35,60,44,49,56,52,49,44,36
climaton,48,36,36,28,43,27,48,43,52,36,59,48,55,41,30,37,34,32,55,30,48,54,48,48,39,36
cnn,48,33,36,29,43,27,49,42,51,36,57,48,55,41,30,37,34,32,56,39,48,53,49,48,40,35
findlocalweather,50,34,36,30,45,27,52,45,54,37,61,48,57,45,30,37,36,36,61,41,50,55,52,48,45,36
foxnews,48,35,36,29,43,26,49,42,50,36,59,43,55,41,30,37,34,32,56,40,48,53,49,48,40,35
herald,50,33,36,30,45,27,52,42,53,37,60,50,57,44,30,38,34,33,61,41,50,56,50,49,44,36
msn,50,34,36,30,45,27,52,43,52,37,59,48,57,45,30,37,36,36,61,41,50,55,52,48,45,36
nytimes,48,33,35,30,45,29,52,43,53,36,58,50,51,44,28,38,35,33,60,42,49,55,48,48,45,36
unisys,50,34,35,30,45,27,52,42,52,37,60,49,57,44,31,38,34,33,60,41,49,56,50,49,44,36
uswx,50,33,35,30,45,27,52,42,53,37,60,49,57,44,30,38,35,35,60,41,50,56,50,49,44,36
washingtonpost,50,33,35,30,43,29,52,42,52,37,59,50,57,44,31,38,35,35,60,41,49,56,50,49,44,36
weatherbug,45,31,33,32,44,28,54,43,50,39,60,49,58,44,28,44,37,32,59,43,46,58,52,48,45,36
weatherforyou,48,34,34,30,43,27,52,45,51,38,59,51,57,45,30,37,36,34,63,41,49,57,48,49,45,36
wunderground,50,34,34,31,45,28,49,43,53,40,59,48,56,44,36,44,41,33,59,40,49,57,50,48,44,37
yahoo,50,36,36,30,45,27,52,42,52,36,60,44,57,44,31,37,34,34,60,41,50,51,49,48,44,36
