Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,22,38,28,41,22,42,40,48,32,57,46,54,36,27,35,33,25,53,41,48,57,50,48,44,28
aol,45,29,37,28,42,22,43,41,48,32,61,44,53,33,25,35,31,25,51,42,47,56,51,50,45,28
climaton,45,28,36,27,43,21,43,39,48,30,61,46,54,37,27,36,34,23,52,27,46,55,50,50,45,27
cnn,45,19,38,28,41,22,42,39,48,32,57,46,54,38,26,35,34,23,52,42,47,56,50,50,45,27
findlocalweather,45,28,37,27,43,21,43,41,48,30,61,45,54,37,27,36,34,27,52,43,48,55,48,50,45,27
foxnews,45,28,38,27,42,22,42,39,48,32,61,42,54,38,26,35,34,23,52,42,48,56,50,50,45,27
herald,45,22,38,27,42,23,42,40,48,32,61,46,54,36,27,35,34,23,54,41,48,57,50,48,45,28
msn,45,21,37,27,43,23,43,39,48,32,59,45,54,36,27,36,34,25,54,41,48,57,50,48,45,28
nytimes,45,19,38,27,42,22,42,41,48,32,57,46,52,38,23,35,34,23,54,41,47,55,49,46,44,27
unisys,45,29,38,27,42,23,42,40,48,32,61,44,54,36,27,35,34,23,54,41,48,57,50,48,45,28
uswx,45,22,38,27,42,23,42,40,48,32,61,44,54,36,27,34,33,25,53,41,48,57,50,48,45,28
washingtonpost,45,19,38,28,41,22,42,39,48,30,57,46,54,38,27,35,34,25,52,42,47,56,50,50,45,27
weatherbug,45,26,35,28,44,23,44,42,45,32,60,42,52,36,26,36,31,26,52,42,44,55,51,48,44,27
weatherforyou,44,21,35,27,39,23,43,41,47,31,60,44,54,36,27,36,38,25,51,41,49,54,50,47,45,28
wunderground,46,28,36,28,43,26,42,41,48,31,59,43,52,36,26,36,35,22,47,41,48,54,50,47,42,28
yahoo,45,23,38,27,42,23,42,39,48,32,61,45,54,38,26,35,33,26,53,42,48,54,50,50,45,28
