Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,34,48,30,45,27,60,42,48,37,59,56,66,46,27,40,30,35,65,43,45,62,54,63,48,39
aol,46,32,49,30,45,25,60,44,49,36,57,55,66,44,25,34,32,33,65,45,45,62,54,64,50,38
climaton,45,36,48,30,46,27,61,43,50,37,57,55,66,46,27,39,30,36,64,32,45,63,54,63,48,39
cnn,45,34,48,30,45,27,60,42,50,37,59,56,66,46,27,40,30,35,65,43,45,62,54,63,49,39
findlocalweather,46,36,48,30,46,27,61,43,50,37,57,55,66,46,27,39,30,36,64,43,45,63,57,63,48,39
foxnews,43,35,46,30,46,27,60,41,48,35,59,54,65,47,28,42,31,35,63,43,44,61,53,60,48,38
herald,46,34,48,30,46,27,60,42,50,37,58,56,68,46,27,40,31,35,65,43,45,62,54,63,49,39
msn,46,34,48,30,46,27,61,43,48,37,55,55,66,46,27,39,30,36,64,43,45,63,57,63,48,39
nytimes,43,34,48,30,46,27,60,45,50,34,55,56,64,46,23,40,30,35,63,43,45,62,56,63,47,39
unisys,45,35,48,30,46,27,60,42,48,37,58,55,66,46,27,40,31,35,63,43,45,62,54,63,49,39
uswx,45,33,45,31,47,27,62,43,50,36,57,56,63,46,26,39,32,35,65,45,45,61,56,63,49,39
washingtonpost,45,34,48,30,45,27,60,42,48,37,59,56,66,46,27,40,30,35,65,43,45,62,54,63,48,39
weatherbug,44,32,46,29,48,25,62,44,47,36,57,56,67,46,23,44,30,34,65,45,43,61,59,63,48,38
weatherforyou,46,34,46,30,48,27,61,43,48,37,59,61,66,46,31,39,36,36,64,43,46,62,54,63,48,39
wunderground,47,35,45,30,46,25,64,44,49,37,58,56,66,46,24,41,34,33,67,43,46,61,60,65,49,39
yahoo,46,36,48,30,46,27,60,42,48,37,58,56,66,46,27,40,31,35,65,43,45,64,54,63,49,39
