Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,48,39,45,30,46,33,44,47,51,28,57,54,61,45,28,43,33,37,61,47,50,59,52,53,43,41
aol,46,42,46,32,45,33,44,48,51,28,53,55,63,44,27,43,35,37,63,48,50,60,53,55,46,41
climaton,48,39,43,27,45,32,45,45,52,27,54,48,57,43,28,41,32,36,59,30,50,57,52,48,46,37
cnn,48,36,41,28,45,32,44,45,51,26,55,48,57,43,29,41,32,36,59,44,50,57,51,49,46,37
findlocalweather,46,43,45,30,46,32,45,46,52,28,54,54,61,45,28,43,34,37,61,46,52,59,54,54,46,41
foxnews,48,40,41,26,45,31,44,45,50,26,54,47,57,43,29,41,32,34,59,44,52,57,51,49,46,38
herald,46,39,45,30,46,32,44,47,52,28,53,54,61,45,28,43,34,37,61,47,50,59,52,53,46,41
msn,46,39,45,30,46,32,45,46,50,28,50,54,61,45,28,43,34,37,61,46,50,59,54,54,46,41
nytimes,48,39,45,30,46,33,44,46,52,28,50,54,58,45,25,43,33,37,64,46,50,57,53,54,47,41
unisys,47,42,45,30,46,32,44,47,51,28,53,53,61,45,28,43,34,37,64,47,50,59,52,53,46,41
uswx,46,39,45,30,46,32,44,47,52,28,52,53,59,45,28,43,34,37,61,47,50,59,52,53,46,41
washingtonpost,48,39,45,30,46,33,44,47,51,28,57,54,61,45,28,43,33,37,61,47,50,59,52,53,43,41
weatherbug,43,38,44,28,46,30,43,45,48,28,54,49,62,43,25,45,35,36,58,47,45,57,53,48,44,39
weatherforyou,46,39,51,30,44,32,45,46,52,29,56,58,61,45,28,43,39,37,64,47,49,59,52,56,46,41
wunderground,47,42,48,32,45,35,45,47,53,30,55,54,61,49,27,43,39,38,64,43,49,59,54,56,44,41
yahoo,46,36,45,30,46,32,44,47,50,28,53,51,61,45,28,43,34,37,61,47,52,57,52,54,46,37
