Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,40,17,25,23,29,19,44,28,38,22,66,50,59,25,21,24,27,19,60,42,44,60,52,49,44,19
aol,38,18,25,23,30,20,44,31,38,24,66,48,59,26,21,24,24,19,60,44,44,60,52,49,46,19
climaton,37,18,25,21,28,18,39,27,37,21,63,46,55,25,21,25,19,18,57,19,39,55,48,46,45,18
cnn,37,17,25,23,28,18,40,27,38,22,64,46,55,25,21,25,23,18,58,42,40,56,49,46,45,18
findlocalweather,37,18,25,23,30,18,45,30,39,21,66,48,59,25,21,25,27,19,61,43,45,61,52,48,46,19
foxnews,37,18,25,22,28,18,40,27,36,22,63,45,55,25,21,24,23,18,58,42,42,56,49,46,45,18
herald,38,17,25,23,30,18,44,28,39,22,66,50,59,25,21,24,22,18,60,42,44,60,52,49,46,19
msn,37,18,25,23,30,18,45,28,37,21,66,48,59,25,21,25,27,19,61,43,43,61,52,48,46,19
nytimes,37,17,25,23,30,19,44,29,39,21,66,50,53,25,19,24,26,18,61,41,44,57,50,50,44,19
unisys,38,18,25,23,30,18,44,28,38,22,66,48,59,25,22,24,22,18,61,42,44,60,52,49,46,19
uswx,38,17,25,23,30,18,44,28,39,22,66,48,56,25,21,24,27,19,60,42,44,60,52,49,46,19
washingtonpost,40,17,25,23,29,19,44,28,38,22,66,50,59,25,22,24,26,19,60,42,44,60,52,49,44,19
weatherbug,39,14,22,20,28,19,47,28,36,23,66,51,58,25,20,26,21,17,60,42,41,62,52,48,44,17
weatherforyou,38,18,27,23,28,18,45,30,40,23,66,54,59,25,21,25,28,19,61,44,45,61,52,51,46,19
wunderground,40,17,23,23,29,20,43,29,38,24,66,51,55,26,22,24,35,18,63,39,45,62,52,53,43,18
yahoo,38,19,25,22,28,18,40,27,37,22,66,47,59,25,21,25,23,19,58,42,42,54,49,46,45,21
