Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,49,32,36,25,42,30,43,40,48,24,50,42,49,37,26,38,30,34,54,43,50,56,45,45,42,34
aol,47,36,37,26,43,30,43,41,48,26,50,43,49,35,24,38,31,34,54,44,50,56,49,45,42,34
climaton,48,34,36,25,41,30,43,37,48,23,48,43,50,30,25,37,28,30,55,28,50,55,45,45,43,34
cnn,49,32,36,25,42,29,43,40,49,24,50,42,49,37,26,38,30,32,54,43,50,56,45,45,43,34
findlocalweather,46,36,36,25,43,28,43,39,48,25,50,43,48,37,27,37,30,34,54,43,52,55,45,45,43,34
foxnews,48,34,34,24,41,30,43,38,48,23,48,37,50,31,25,37,28,31,55,43,52,56,44,44,43,33
herald,47,32,36,24,43,29,43,40,49,24,50,42,49,37,26,38,30,32,54,43,50,56,45,45,42,34
msn,46,32,36,25,43,28,43,39,48,25,50,43,48,37,27,37,30,34,54,43,50,55,45,45,43,34
nytimes,46,32,36,24,43,30,43,42,49,27,50,42,43,37,21,38,30,33,57,43,50,54,46,43,45,34
unisys,47,36,35,24,43,29,43,40,48,24,50,43,49,37,26,38,30,32,57,43,50,56,45,45,42,34
uswx,46,32,36,24,43,29,43,40,49,24,50,43,50,37,26,38,30,34,54,43,50,56,45,45,42,34
washingtonpost,49,32,36,25,42,30,43,40,48,24,50,42,49,37,26,38,30,34,54,43,50,56,45,45,42,34
weatherbug,48,32,35,24,42,27,43,40,45,25,48,37,48,30,23,40,29,33,52,43,45,56,50,44,43,32
weatherforyou,47,32,37,25,39,28,43,39,48,25,50,38,48,37,27,37,36,34,56,44,49,55,45,42,43,34
wunderground,47,35,35,26,42,30,45,42,49,26,51,42,49,38,25,40,31,32,53,40,49,52,47,44,41,35
yahoo,47,32,37,24,43,29,43,40,48,24,50,39,49,37,26,38,30,34,54,43,52,54,45,43,42,34
