Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,35,28,38,28,34,26,54,33,41,28,48,55,64,36,25,36,27,30,65,49,34,60,53,57,46,31
aol,34,30,38,30,36,26,55,36,41,29,46,55,65,36,23,36,28,29,65,51,36,60,50,59,48,30
climaton,36,30,37,28,36,25,54,34,39,28,45,55,64,36,25,36,27,28,64,27,34,61,54,57,48,30
cnn,35,28,38,28,34,25,54,33,40,28,48,55,64,36,25,36,27,29,65,49,34,60,53,57,48,31
findlocalweather,34,30,37,28,36,25,54,34,39,28,45,54,64,36,25,36,27,30,64,48,36,61,52,57,48,30
foxnews,33,30,36,28,34,23,52,32,39,27,44,54,62,34,25,33,27,29,63,49,36,59,52,53,48,30
herald,34,28,40,29,37,25,55,33,40,28,45,55,65,36,25,36,26,29,66,49,36,60,53,57,48,33
msn,34,28,39,28,36,25,55,34,39,28,43,54,64,36,25,36,27,30,66,48,36,61,52,57,48,34
nytimes,32,28,38,29,36,26,54,34,40,28,43,55,61,36,21,36,27,29,63,50,36,59,52,57,46,31
unisys,34,31,38,29,36,25,54,33,41,28,45,54,64,36,25,36,26,29,63,49,34,60,53,57,48,31
uswx,34,29,40,29,37,26,55,33,40,28,45,56,64,37,25,38,27,30,66,51,36,60,54,57,49,33
washingtonpost,35,28,38,28,34,26,54,33,41,28,48,55,64,36,25,36,27,30,65,49,34,60,53,57,46,31
weatherbug,35,27,41,28,39,25,59,34,39,30,45,57,65,36,21,45,26,30,64,51,32,60,54,57,46,33
weatherforyou,34,28,40,28,43,27,54,34,41,30,41,60,64,36,25,37,30,30,66,52,39,61,54,59,48,34
wunderground,37,29,38,32,37,26,57,34,41,31,48,57,64,43,24,33,30,29,67,45,38,61,56,60,46,31
yahoo,34,30,38,29,36,25,54,33,39,28,45,56,64,36,25,36,26,30,65,49,36,59,53,57,48,31
