Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,36,18,24,20,30,14,47,29,36,18,63,54,57,25,22,26,20,18,63,44,43,58,53,53,45,19
aol,37,19,24,20,31,13,46,31,36,18,63,51,55,24,20,25,22,19,61,46,42,57,53,51,46,19
climaton,37,19,23,21,30,16,50,28,37,18,66,55,57,27,21,27,25,18,64,25,46,57,55,55,46,19
cnn,36,18,24,20,30,15,47,29,37,18,61,54,57,25,22,26,20,19,63,44,43,58,53,53,47,19
findlocalweather,37,19,25,21,30,16,46,30,37,18,64,54,57,25,21,27,19,18,63,45,46,57,52,54,46,19
foxnews,38,19,24,22,31,16,50,29,36,18,66,55,58,26,22,26,21,18,65,44,48,58,55,56,48,19
herald,38,18,24,21,31,15,47,29,37,18,63,54,57,25,22,27,19,19,63,45,43,58,53,53,47,19
msn,37,18,25,21,30,16,46,28,36,18,64,54,57,25,21,27,19,18,63,45,45,57,52,54,46,19
nytimes,32,18,24,21,31,14,47,30,37,17,63,54,56,25,19,26,20,19,59,44,43,55,52,54,45,19
unisys,38,19,24,21,31,15,47,29,36,18,64,53,57,25,22,26,19,19,59,44,43,58,53,53,47,19
uswx,38,18,25,21,31,15,47,29,37,18,63,53,56,25,22,27,20,18,63,45,43,58,53,53,46,19
washingtonpost,36,18,24,20,30,14,47,29,36,18,63,54,57,25,22,26,20,18,63,44,43,58,53,53,45,19
weatherbug,37,16,22,21,31,14,50,29,33,19,66,52,55,26,20,27,27,18,62,45,41,56,53,55,45,16
weatherforyou,37,18,23,21,30,16,46,30,36,17,63,54,57,25,21,27,26,18,57,46,44,56,54,54,46,19
wunderground,37,17,21,22,31,15,47,30,36,17,58,51,55,26,22,25,27,18,55,41,43,55,53,54,45,17
yahoo,38,19,24,21,31,15,47,29,36,18,64,51,57,25,22,26,19,18,63,44,46,53,53,54,47,19
