Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,48,30,36,25,36,28,45,36,49,27,41,47,54,29,28,35,29,32,58,43,49,55,49,44,42,32
aol,48,30,36,25,38,28,45,36,50,29,47,44,53,27,25,34,30,31,58,43,49,55,49,44,42,32
climaton,48,32,36,25,37,28,45,36,52,28,48,46,54,28,28,36,28,30,57,28,48,55,48,45,43,32
cnn,48,30,36,25,36,28,45,36,51,29,45,47,54,29,27,35,29,30,58,43,49,55,49,44,42,31
findlocalweather,48,32,36,25,37,28,45,36,52,27,48,45,54,28,28,36,28,32,57,43,52,55,46,45,43,32
foxnews,48,32,36,24,38,28,45,36,50,29,49,42,54,29,28,35,29,30,58,43,51,55,49,44,42,32
herald,47,30,35,24,39,28,44,36,50,25,47,47,52,29,27,34,29,29,56,42,49,55,49,46,42,33
msn,46,30,36,25,37,28,45,36,50,27,48,45,52,28,28,36,28,32,55,43,50,55,46,45,43,34
nytimes,45,30,36,24,38,28,45,36,51,23,48,47,48,29,23,35,29,28,58,45,49,54,48,44,45,32
unisys,47,32,35,24,39,28,44,36,49,25,47,45,52,29,27,34,29,29,56,42,49,55,49,46,42,33
uswx,47,30,35,24,39,28,44,36,50,25,47,45,51,29,27,34,28,32,56,42,49,55,49,46,42,33
washingtonpost,48,30,36,25,36,28,45,36,49,27,41,47,54,29,28,35,29,32,58,43,49,55,49,44,42,32
weatherbug,48,29,34,24,40,26,44,38,47,29,48,42,51,28,24,37,27,32,55,44,45,54,52,44,44,31
weatherforyou,46,30,35,25,35,28,45,36,49,29,49,42,54,28,28,36,34,32,55,45,50,55,48,45,43,32
wunderground,47,31,34,26,38,29,47,37,51,27,45,43,51,29,26,36,29,30,52,41,50,49,50,46,43,32
yahoo,48,32,36,24,38,28,45,36,50,29,49,47,54,29,28,35,29,32,58,43,52,54,49,44,42,32
