Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,35,18,27,22,27,19,36,26,36,19,63,42,54,25,21,23,22,19,55,42,37,52,48,46,44,18
aol,35,19,27,22,28,18,38,29,36,21,63,44,54,26,19,23,22,19,58,43,39,54,50,48,45,18
climaton,36,19,27,21,27,18,36,27,37,19,63,41,52,25,19,23,19,18,55,18,37,52,46,46,45,18
cnn,35,18,27,22,27,17,36,26,37,19,63,42,54,25,20,23,22,17,55,42,37,52,48,46,45,18
findlocalweather,34,19,27,21,27,18,36,27,37,19,63,41,54,25,21,23,21,19,55,43,39,52,46,46,45,18
foxnews,33,21,27,20,27,16,33,25,34,17,63,36,48,25,19,23,20,18,52,42,36,51,46,45,44,19
herald,34,18,27,21,27,17,36,26,37,19,63,42,55,25,21,23,21,17,55,42,37,52,48,46,45,18
msn,34,18,27,21,27,18,36,27,36,19,63,41,54,25,21,23,21,19,55,43,37,52,46,46,45,18
nytimes,32,18,27,21,27,19,36,27,37,19,63,42,44,25,16,23,22,17,54,41,37,51,47,43,44,18
unisys,34,19,26,21,27,17,36,26,36,19,63,41,51,25,20,23,20,17,54,42,37,52,47,46,45,18
uswx,38,17,26,22,28,19,40,27,38,22,63,46,54,25,21,24,22,19,58,42,40,56,48,46,45,18
washingtonpost,35,18,26,22,27,19,36,26,36,19,63,42,54,25,21,23,22,19,55,42,37,52,48,46,44,18
weatherbug,37,16,23,20,27,19,43,27,33,22,63,45,54,25,17,25,19,17,58,41,36,56,50,46,43,16
weatherforyou,35,18,29,21,27,18,36,27,38,22,63,45,54,25,21,23,26,19,58,43,40,56,48,45,45,18
wunderground,40,17,24,23,28,18,39,28,36,22,63,43,53,25,20,24,27,18,59,38,41,55,50,48,42,17
yahoo,34,21,27,21,27,17,36,26,36,19,63,43,54,25,21,23,21,19,55,42,39,54,48,43,45,21
