Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,22,36,28,41,21,46,40,49,32,55,50,57,41,26,34,32,26,57,43,46,57,52,52,44,29
aol,45,29,36,31,42,19,46,43,48,31,58,51,57,37,24,34,33,26,57,44,46,57,52,52,46,27
climaton,45,30,36,28,43,19,46,39,48,32,57,50,57,41,27,34,32,27,57,30,46,57,52,52,46,28
cnn,45,22,36,28,41,20,46,40,49,32,55,50,57,41,26,34,32,3,57,43,46,57,52,52,46,29
findlocalweather,45,30,36,28,43,19,46,43,48,32,57,52,57,41,27,34,32,27,57,43,46,57,52,52,46,28
foxnews,45,30,38,30,44,23,53,43,48,33,56,46,58,41,28,35,32,27,62,43,46,58,53,52,47,31
herald,45,22,36,28,42,20,46,40,49,32,57,50,57,41,27,34,32,26,57,43,46,57,52,52,46,29
msn,45,21,36,28,43,19,46,39,48,32,55,52,57,41,27,34,32,27,57,43,46,57,52,52,46,28
nytimes,45,22,36,30,42,21,46,41,49,30,57,50,53,41,23,34,32,26,54,43,46,52,51,52,44,29
unisys,45,30,36,30,42,20,46,40,49,32,57,51,57,41,26,34,32,26,54,43,46,57,52,52,46,29
uswx,45,22,36,28,42,20,46,40,49,32,57,51,57,41,27,34,32,26,57,43,46,56,52,52,46,29
washingtonpost,45,22,36,28,41,21,46,40,49,32,55,50,57,41,26,34,32,26,57,43,46,57,52,52,44,29
weatherbug,42,28,35,30,44,23,49,41,46,33,57,47,55,41,24,36,31,28,57,43,43,55,53,52,44,31
weatherforyou,44,21,33,28,41,19,46,43,47,33,57,47,57,41,27,34,37,27,52,43,48,54,52,50,46,28
wunderground,46,29,34,30,43,26,46,41,48,30,56,47,56,41,26,37,34,25,51,42,48,53,52,50,44,29
yahoo,45,23,36,30,42,20,46,40,48,32,57,50,57,41,26,34,32,26,57,43,47,50,52,52,46,29
