Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,35,24,31,23,35,26,55,33,40,22,41,57,60,33,20,29,19,25,66,50,36,58,53,56,47,28
aol,34,27,31,25,35,26,55,35,39,24,45,56,60,30,17,29,28,26,66,50,36,58,55,56,50,21
climaton,36,28,34,25,37,27,55,34,39,25,45,57,63,34,21,32,27,27,68,21,36,59,54,61,50,28
cnn,35,21,33,25,36,27,56,34,40,24,41,58,63,34,22,32,28,26,68,52,36,59,53,60,50,28
findlocalweather,34,27,30,25,37,27,55,36,39,21,45,55,61,34,19,28,27,25,66,50,37,57,54,55,50,28
foxnews,35,29,33,25,38,27,56,34,41,24,45,57,63,34,22,32,28,26,68,52,38,59,53,60,50,28
herald,34,24,31,24,37,26,55,33,39,22,45,57,60,33,20,29,27,26,66,50,36,58,53,56,50,28
msn,34,25,30,25,37,27,55,34,39,21,45,55,61,34,19,28,19,25,66,50,37,57,54,55,50,28
nytimes,34,24,31,24,37,26,55,35,39,23,46,57,60,33,16,29,20,26,63,50,36,56,55,59,46,28
unisys,34,27,31,24,37,26,55,33,40,22,45,56,60,33,20,29,27,26,63,50,36,58,53,56,50,28
uswx,34,24,31,24,37,26,55,33,39,22,45,56,58,33,20,29,19,25,66,50,36,58,53,56,50,28
washingtonpost,35,24,31,23,35,26,55,33,40,22,41,57,60,33,20,29,20,25,66,50,36,58,53,56,47,28
weatherbug,35,25,28,23,37,22,54,34,37,25,44,54,57,33,17,31,27,26,63,48,32,56,54,55,48,29
weatherforyou,33,25,28,25,35,27,55,36,39,25,44,57,61,34,19,28,31,25,61,51,37,58,54,57,50,28
wunderground,35,28,28,26,35,25,53,34,39,25,44,55,58,32,19,32,28,25,60,45,36,56,56,56,47,30
yahoo,34,28,33,24,37,26,56,33,39,22,45,56,60,34,20,29,27,25,66,50,38,55,53,59,50,28
