Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,44,33,45,30,46,26,62,43,49,36,57,56,68,46,26,39,32,35,65,45,45,61,56,63,49,39
aol,45,33,43,30,46,26,61,45,49,35,57,56,68,42,25,35,33,34,64,45,45,61,54,63,49,37
climaton,45,36,48,30,46,27,63,43,50,36,57,55,68,46,27,39,32,34,64,30,45,61,55,63,48,39
cnn,44,33,45,30,46,27,62,43,50,36,57,56,68,46,26,39,32,34,65,45,45,61,56,63,49,39
findlocalweather,45,36,45,30,46,27,63,45,50,36,57,55,68,46,27,39,32,36,64,45,45,61,55,63,48,39
foxnews,45,35,48,30,46,27,60,42,48,37,58,55,66,46,27,40,30,35,65,43,45,62,54,63,49,39
herald,45,33,45,31,47,27,62,43,50,36,57,55,68,46,26,39,32,34,65,45,45,61,56,63,49,39
msn,45,34,45,30,46,27,63,43,48,36,55,55,68,46,27,39,32,36,64,45,45,61,55,63,48,39
nytimes,45,33,45,31,47,26,62,46,50,32,55,56,65,46,23,39,32,34,64,43,45,62,57,63,47,39
unisys,45,35,45,31,47,27,62,43,49,36,57,56,68,46,26,39,32,34,64,45,45,61,56,63,49,39
uswx,45,33,45,31,47,27,62,43,50,36,57,56,63,46,26,39,32,35,65,45,45,61,56,63,49,39
washingtonpost,44,33,45,30,46,26,62,43,49,36,57,56,68,46,26,39,32,35,65,45,45,61,56,63,49,39
weatherbug,44,32,46,29,48,25,62,44,47,36,57,56,67,46,23,44,30,34,65,45,43,61,59,63,48,36
weatherforyou,46,34,41,30,46,27,63,45,48,36,58,60,68,46,31,39,35,36,64,45,46,62,55,63,48,39
wunderground,47,34,41,29,45,25,64,44,49,35,57,57,66,45,25,40,34,32,67,43,46,60,60,64,48,38
yahoo,45,36,45,31,47,27,62,43,48,36,57,56,68,46,26,39,32,35,65,45,45,62,56,63,49,39
