Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,20,36,27,39,21,44,39,48,32,57,47,55,39,27,36,32,25,54,42,47,56,52,50,44,27
aol,45,28,35,28,41,21,44,41,48,33,61,46,54,37,25,36,33,26,54,43,47,56,51,50,45,25
climaton,45,28,36,27,43,21,45,39,48,32,61,46,54,39,27,36,34,25,54,28,46,55,52,50,45,27
cnn,45,20,36,27,39,21,44,39,49,32,57,47,55,39,27,36,32,25,54,42,47,56,52,50,45,27
findlocalweather,45,28,36,27,43,21,45,41,48,32,61,46,55,39,27,36,32,25,54,43,48,55,48,50,45,27
foxnews,45,29,36,27,41,20,45,39,48,33,61,43,55,40,26,35,32,24,55,42,48,55,52,50,46,28
herald,45,20,36,27,42,21,44,39,49,32,61,47,55,39,27,36,34,25,54,42,47,56,52,50,45,27
msn,45,19,36,27,43,21,45,39,48,32,61,46,55,39,27,36,32,25,54,43,46,55,48,50,45,27
nytimes,45,20,36,27,42,21,44,39,49,32,60,47,51,39,23,36,32,25,54,42,47,54,49,47,45,27
unisys,45,29,36,27,42,21,44,39,49,32,61,47,55,39,26,34,33,25,54,42,47,56,52,50,45,27
uswx,45,20,36,27,42,21,44,39,48,32,61,47,54,39,27,36,32,25,54,42,47,56,52,50,45,27
washingtonpost,45,20,36,27,39,21,44,39,48,32,57,47,55,39,27,36,32,25,54,42,47,56,52,50,44,27
weatherbug,44,27,36,28,43,22,45,40,46,31,60,43,52,39,25,36,31,27,53,43,44,56,51,50,44,27
weatherforyou,44,19,35,27,39,21,45,41,47,31,59,45,55,39,27,36,37,25,52,43,49,54,52,48,45,27
wunderground,46,27,36,28,41,26,44,40,48,32,59,44,53,37,26,36,35,22,49,42,49,53,50,47,43,28
yahoo,45,19,36,27,42,21,44,39,48,32,61,45,55,39,26,34,34,25,54,42,48,53,52,50,45,27
