Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,51,30,37,28,41,28,53,43,52,33,54,53,58,36,31,40,32,34,63,47,51,58,55,55,45,32
aol,52,32,35,30,43,27,53,42,54,34,55,53,58,33,30,40,33,34,63,48,51,58,55,55,50,32
climaton,52,32,37,30,45,27,54,43,55,34,55,55,61,37,30,41,32,34,66,27,52,59,54,55,52,34
cnn,52,30,37,30,41,27,54,42,56,33,55,56,60,37,31,41,33,33,67,48,51,59,54,55,50,33
findlocalweather,52,32,37,28,45,27,54,43,55,34,55,54,57,36,30,39,32,34,63,46,52,57,54,55,50,32
foxnews,52,32,37,30,44,27,54,42,55,33,56,53,60,37,31,41,33,33,67,48,52,59,54,55,51,33
herald,52,30,37,28,44,27,53,43,56,33,55,53,58,36,31,40,32,33,63,47,51,58,55,55,50,32
msn,52,30,37,28,45,27,54,43,55,34,54,54,57,36,30,39,32,34,63,46,50,57,54,55,50,32
nytimes,50,30,37,28,44,28,53,41,56,32,54,53,58,36,28,40,32,33,60,45,51,56,54,54,48,32
unisys,52,32,37,28,44,27,53,43,52,33,55,53,58,36,31,40,32,33,60,47,51,58,55,55,50,32
uswx,52,30,37,28,44,27,53,43,56,33,55,53,57,36,31,40,32,34,63,47,51,58,55,55,50,32
washingtonpost,51,30,37,28,41,28,53,43,52,33,54,53,58,36,31,40,32,34,63,47,51,58,55,55,45,32
weatherbug,48,30,36,28,46,28,55,44,54,33,55,51,56,37,28,41,31,33,66,47,46,57,55,55,49,31
weatherforyou,50,30,35,28,39,27,54,43,54,33,55,52,57,36,30,39,36,34,60,48,51,57,55,54,50,32
wunderground,52,31,35,29,44,27,56,41,55,34,54,49,57,35,30,40,34,32,58,44,50,56,55,53,46,32
yahoo,52,32,37,28,44,27,53,43,55,33,55,52,58,36,31,40,32,34,63,47,52,55,55,54,50,32
