Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,46,30,34,24,36,28,44,36,49,25,41,46,52,29,27,34,28,32,56,42,49,55,49,46,43,32
aol,46,30,34,25,39,29,44,37,49,28,46,45,51,28,24,34,30,31,56,43,49,55,49,45,42,32
climaton,46,32,36,25,39,28,43,36,50,25,46,46,52,28,27,34,28,30,55,28,48,55,48,46,43,32
cnn,46,30,34,24,36,28,45,36,51,25,45,46,54,29,27,34,29,30,58,43,49,55,49,44,42,32
findlocalweather,46,32,34,25,39,28,45,36,50,25,46,45,52,28,27,34,28,32,55,43,52,55,46,46,43,32
foxnews,48,32,36,24,38,28,45,36,50,29,49,42,54,29,28,35,29,30,58,43,51,55,49,44,42,32
herald,46,30,34,24,39,28,43,36,50,25,47,46,52,29,27,34,29,30,56,42,49,55,49,46,42,32
msn,46,30,34,25,39,28,45,36,50,25,46,45,52,28,27,34,28,30,55,43,50,55,46,46,43,32
nytimes,45,30,34,24,39,28,44,36,50,23,46,46,47,29,23,34,28,30,56,45,49,54,48,45,43,32
unisys,47,32,35,24,39,28,44,36,49,25,47,45,52,29,27,34,29,29,56,42,49,55,49,46,42,33
uswx,46,30,34,24,39,28,43,36,50,25,47,45,51,29,27,34,28,30,56,42,49,55,49,46,42,32
washingtonpost,46,30,34,24,36,28,44,36,49,25,41,46,52,29,27,34,28,32,56,42,49,55,49,46,43,32
weatherbug,46,29,34,24,40,27,43,37,46,25,46,41,50,28,22,37,27,32,55,44,45,54,50,46,44,32
weatherforyou,46,30,35,25,35,28,45,36,49,27,47,41,52,28,27,34,34,32,57,45,50,55,48,44,43,32
wunderground,46,31,33,26,38,29,46,38,50,25,44,42,50,28,25,36,28,30,52,41,50,50,49,45,43,32
yahoo,46,30,37,24,39,28,44,36,50,25,47,45,52,29,27,34,28,32,56,42,51,54,49,46,42,33
