Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,35,28,38,28,36,29,57,34,45,29,45,59,66,37,24,35,28,28,67,51,37,61,53,60,48,33
aol,35,29,39,29,38,27,57,36,42,29,44,57,66,36,22,35,28,27,67,52,37,61,52,60,50,33
climaton,36,30,39,28,37,27,55,34,39,28,45,55,64,37,25,37,27,30,66,27,36,61,54,57,48,34
cnn,35,29,40,28,36,26,55,33,40,28,46,56,65,37,25,38,27,30,66,51,36,60,54,57,49,33
findlocalweather,36,30,37,28,37,27,57,36,43,28,45,57,66,37,25,36,28,28,66,52,37,61,54,61,50,34
foxnews,35,30,40,29,37,26,55,33,41,28,45,57,65,37,25,38,27,30,66,51,38,60,54,57,49,33
herald,35,28,38,29,38,27,57,34,42,29,44,59,66,37,24,35,27,28,67,52,37,61,53,60,50,33
msn,36,28,37,28,37,27,57,34,41,28,43,57,66,37,25,36,28,28,66,52,37,61,54,61,50,34
nytimes,34,28,38,29,38,29,57,36,42,28,43,59,66,37,21,35,28,28,65,51,37,60,54,61,45,33
unisys,35,30,38,29,38,27,57,34,45,29,44,57,66,37,24,35,27,28,65,51,37,61,53,60,50,33
uswx,35,28,38,29,38,27,57,34,42,29,44,57,62,37,24,35,28,28,67,52,37,61,53,60,50,33
washingtonpost,35,28,38,28,36,29,57,34,45,29,45,59,66,37,24,35,28,28,67,51,37,61,53,60,48,33
weatherbug,35,27,38,27,41,25,60,34,39,30,44,58,62,37,20,40,27,29,68,48,33,59,57,60,47,31
weatherforyou,35,28,35,28,43,27,57,36,41,29,41,62,66,37,25,36,32,28,68,52,39,61,54,61,50,34
wunderground,37,30,37,29,38,28,58,35,41,29,45,58,63,38,23,34,28,28,68,47,39,60,59,63,47,32
yahoo,35,30,38,29,38,27,57,34,41,29,44,58,65,37,24,35,27,28,67,51,38,60,53,61,50,33
