Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,51,36,36,31,50,30,61,47,57,37,59,56,65,45,33,45,35,36,68,46,53,60,52,55,48,41
aol,51,37,36,32,49,29,61,48,55,39,61,55,65,44,31,45,36,35,68,49,53,60,53,55,50,41
climaton,50,36,37,32,48,28,59,45,54,37,61,55,63,45,32,45,36,34,66,30,52,61,54,55,48,39
cnn,50,34,36,31,50,29,61,47,55,37,59,56,61,45,33,43,35,35,68,46,53,60,52,55,48,41
findlocalweather,52,37,36,32,48,28,61,45,55,37,61,55,64,45,34,45,36,36,68,46,54,61,54,55,50,41
foxnews,50,36,36,32,48,28,59,45,52,37,60,53,63,45,32,44,37,34,67,45,53,60,53,55,48,40
herald,51,36,36,32,49,28,61,47,55,37,61,56,65,45,33,45,36,35,68,46,53,60,52,55,50,41
msn,50,36,36,32,48,28,59,45,54,37,61,54,63,45,34,45,37,36,66,45,54,61,54,55,48,41
nytimes,50,36,36,32,49,30,61,50,55,36,61,56,61,45,28,45,35,35,68,48,53,63,52,54,49,41
unisys,51,37,36,32,49,29,61,47,57,37,61,55,65,45,33,45,35,35,68,46,53,60,52,55,50,41
uswx,51,36,36,32,49,28,61,47,55,37,61,55,63,45,33,45,35,36,68,46,53,60,52,55,50,41
washingtonpost,51,36,36,31,50,30,61,47,57,37,59,56,65,45,33,45,35,36,68,46,53,60,52,55,48,41
weatherbug,47,34,35,32,50,28,63,48,52,38,61,55,66,45,31,49,39,35,67,47,49,61,55,55,48,39
weatherforyou,50,36,36,32,52,28,61,45,54,38,61,60,64,45,34,45,36,36,69,46,52,60,52,58,50,41
wunderground,53,36,35,33,51,29,63,49,56,38,59,55,64,46,37,46,45,34,70,46,52,61,57,56,55,40
yahoo,51,37,36,32,49,29,61,47,54,37,61,57,65,45,33,45,35,36,68,46,54,63,52,54,50,41
