Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,20,36,28,40,20,44,39,49,33,57,49,57,41,26,34,32,25,56,42,47,56,53,51,44,28
aol,45,28,36,29,43,19,44,42,48,32,58,49,57,36,24,34,33,27,56,44,47,55,51,51,46,27
climaton,45,30,36,28,43,19,46,39,48,32,57,50,57,41,27,34,32,27,57,30,46,57,52,52,46,28
cnn,45,20,36,28,40,19,44,39,49,33,57,49,57,41,26,34,32,27,56,42,47,56,53,51,46,28
findlocalweather,45,28,36,28,43,19,45,41,48,34,57,48,57,41,27,34,32,25,55,43,46,55,50,52,46,28
foxnews,45,30,36,30,42,20,46,40,48,32,57,44,57,41,26,34,32,26,57,43,47,57,52,52,46,29
herald,45,20,36,28,43,19,44,39,49,33,61,49,57,41,26,34,32,27,56,42,47,56,53,51,46,28
msn,45,19,36,28,43,19,45,39,48,34,61,48,57,41,27,34,32,25,55,43,46,55,50,52,46,28
nytimes,45,20,36,28,43,20,44,40,49,30,57,49,53,41,23,34,32,27,53,43,47,52,51,48,45,28
unisys,45,29,36,28,42,19,44,39,49,33,58,49,57,41,26,34,32,27,53,42,47,56,53,51,46,28
uswx,45,20,36,27,43,19,44,39,49,33,61,49,56,41,27,34,32,25,56,42,47,56,53,51,46,28
washingtonpost,45,20,36,28,40,20,44,39,49,33,57,49,57,41,26,34,32,25,56,42,47,56,53,51,44,28
weatherbug,42,28,35,30,44,23,49,41,46,33,57,47,55,41,24,36,31,28,57,43,43,55,53,52,44,29
weatherforyou,44,19,34,28,39,19,45,41,47,33,58,47,57,41,27,34,37,25,52,43,49,53,54,49,46,28
wunderground,46,28,34,29,43,26,46,41,48,31,57,45,55,41,26,37,34,24,50,41,48,52,52,49,43,29
yahoo,45,23,36,28,42,19,44,39,48,33,58,49,57,41,26,34,32,25,56,42,47,50,53,52,46,28
