Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,19,38,28,41,21,42,39,49,32,57,46,54,38,26,35,34,26,52,42,47,56,50,50,44,27
aol,45,27,38,28,42,21,42,41,48,32,61,45,54,34,25,35,33,26,52,43,47,56,51,50,45,27
climaton,45,28,36,27,43,21,45,39,48,32,61,46,54,39,27,36,34,25,54,28,46,55,52,50,45,27
cnn,45,20,36,27,39,21,44,39,49,32,57,47,55,39,27,36,32,25,54,42,47,56,52,50,45,27
findlocalweather,45,28,37,27,43,21,43,41,48,32,61,45,54,37,27,36,34,25,52,43,48,55,48,50,45,27
foxnews,45,29,36,27,42,21,44,39,48,32,61,43,55,39,27,36,32,25,54,42,48,56,52,50,45,27
herald,45,19,38,27,42,22,42,39,48,30,61,46,54,38,26,35,33,23,52,42,47,56,50,50,45,27
msn,45,19,37,27,43,21,43,39,48,32,59,45,54,37,27,36,34,27,52,43,48,55,48,50,45,27
nytimes,45,19,38,27,42,21,42,41,49,32,57,46,52,38,23,35,34,23,54,42,47,55,49,47,44,27
unisys,45,28,38,27,42,22,42,39,49,32,61,45,54,38,26,35,33,23,54,42,47,56,50,50,45,27
uswx,45,19,38,27,42,22,42,39,48,30,61,45,53,38,26,35,34,26,52,42,47,56,50,50,45,27
washingtonpost,45,19,38,28,41,21,42,39,49,32,57,46,54,38,26,35,34,26,52,42,47,56,50,50,44,27
weatherbug,44,27,36,28,43,22,45,40,46,31,60,43,52,39,25,36,31,27,53,43,44,56,51,50,44,27
weatherforyou,44,19,35,27,40,21,43,41,47,31,60,44,54,37,27,36,37,27,51,43,49,54,50,47,45,27
wunderground,46,28,36,28,42,26,42,40,48,31,59,44,53,37,26,36,35,22,48,41,49,54,50,47,42,29
yahoo,45,21,38,27,42,22,42,39,48,32,61,45,54,38,26,35,33,26,52,42,48,54,50,50,45,27
