Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,41,33,45,29,45,28,60,39,46,33,61,53,63,46,25,41,31,35,61,42,43,60,53,57,45,37
aol,41,36,45,30,45,27,61,44,47,34,59,53,65,44,24,41,33,35,62,44,43,61,53,59,46,37
climaton,43,36,46,28,46,27,61,39,46,34,59,54,63,46,25,41,30,36,61,34,43,61,54,57,46,37
cnn,39,32,42,29,45,27,60,39,47,33,61,53,60,46,25,38,31,35,61,42,43,60,53,57,46,35
findlocalweather,43,36,45,28,45,27,61,41,46,34,59,52,63,46,25,41,30,36,61,43,45,61,52,57,46,37
foxnews,39,36,42,27,45,26,56,37,45,31,59,50,60,44,24,38,31,34,58,42,43,58,51,51,44,35
herald,43,33,45,29,46,27,60,39,47,34,59,53,63,46,25,41,31,35,61,42,43,60,53,57,46,37
msn,43,34,45,28,46,27,61,39,46,34,57,52,63,46,25,41,30,36,61,43,43,61,52,57,46,37
nytimes,39,33,45,29,45,28,60,45,47,32,56,53,58,46,21,41,31,35,60,44,43,58,54,59,44,37
unisys,41,36,45,29,45,27,60,39,47,33,59,52,63,46,25,41,31,35,60,42,43,60,53,57,46,37
uswx,43,33,45,29,46,27,60,39,47,33,59,52,60,46,25,41,30,35,61,42,43,60,53,57,46,37
washingtonpost,41,33,45,29,45,28,60,39,46,33,61,53,63,46,25,41,31,35,61,42,43,60,53,57,45,37
weatherbug,41,31,47,29,45,24,60,40,44,35,59,52,61,46,22,44,30,34,60,43,40,61,54,57,44,38
weatherforyou,43,34,47,28,48,27,61,41,46,36,61,58,63,46,30,41,35,36,63,43,45,63,54,58,46,37
wunderground,45,34,48,30,46,26,59,42,49,36,60,54,63,47,24,44,33,35,64,42,45,62,57,60,46,37
yahoo,41,36,45,29,45,27,60,39,45,33,59,51,63,46,25,41,31,35,61,42,44,60,53,59,46,37
