Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,35,29,40,28,36,29,55,33,42,28,46,56,65,37,25,38,27,30,66,51,36,60,54,57,47,33
aol,34,28,39,29,37,26,55,35,40,28,45,56,65,37,22,37,28,28,66,52,37,60,51,58,49,32
climaton,36,30,39,28,37,27,55,34,39,28,45,55,64,37,25,37,27,30,66,27,36,61,54,57,48,34
cnn,35,29,40,28,36,26,55,33,40,28,46,56,65,37,25,38,27,30,66,51,36,60,54,57,49,33
findlocalweather,34,30,39,28,37,27,55,34,39,28,45,55,64,37,25,37,27,30,66,52,37,61,52,57,48,34
foxnews,35,31,38,29,36,25,54,33,39,28,45,55,64,36,25,36,27,29,65,49,36,60,53,57,48,31
herald,34,29,40,29,37,26,55,33,40,28,45,56,65,37,25,38,27,30,66,51,36,60,54,57,49,33
msn,34,28,39,28,37,27,55,34,39,28,43,55,64,37,25,37,27,30,66,52,37,61,52,57,48,34
nytimes,34,29,40,29,37,29,55,36,40,28,43,56,63,37,21,38,27,30,64,51,36,60,54,59,46,33
unisys,34,30,40,29,37,26,55,33,42,28,45,56,65,37,25,38,27,30,64,51,36,60,54,57,49,33
uswx,34,29,40,29,37,26,55,33,40,28,45,56,64,37,25,38,27,30,66,51,36,60,54,57,49,33
washingtonpost,35,29,40,28,36,29,55,33,42,28,46,56,65,37,25,38,27,30,66,51,36,60,54,57,47,33
weatherbug,35,27,41,28,39,25,59,34,39,30,45,57,65,36,21,45,26,30,64,51,32,60,54,57,46,32
weatherforyou,35,28,39,28,44,27,55,34,41,30,41,62,64,37,25,37,32,30,67,52,39,60,54,60,48,34
wunderground,37,30,39,28,38,27,57,35,41,31,47,57,64,41,24,33,29,29,67,46,39,60,58,61,46,33
yahoo,34,30,40,29,37,26,55,33,39,28,45,58,65,37,25,38,27,30,66,51,38,59,54,59,49,33
