Source,Austin,Baltimore,Charlotte,Chicago,Dallas,Detroit,El Paso,Fort Worth,Houston,Indianapolis,Jacksonville,Las Vegas,Los Angeles,Memphis,Milwaukee,Nashville,Oklahoma City,Philadelphia,Phoenix,Portland,San Antonio,San Diego,San Francisco,San Jose,Seattle,Washington
accuweather,45,16,25,24,30,22,51,29,38,26,68,56,63,27,23,25,30,16,65,44,52,61,54,57,46,18
aol,45,17,25,22,31,19,51,32,38,26,70,54,63,29,22,25,27,17,65,46,52,61,54,57,48,18
climaton,45,18,25,23,30,18,50,28,43,25,70,54,63,27,25,25,23,18,64,21,50,61,54,55,48,19
cnn,44,16,24,25,29,19,50,29,42,25,68,54,62,26,24,25,29,18,64,44,50,61,54,56,48,19
findlocalweather,45,18,25,21,30,18,52,30,41,27,70,54,63,27,23,25,30,16,64,45,54,61,55,57,48,18
foxnews,44,18,24,23,30,19,50,29,39,25,69,53,62,26,24,25,29,18,64,44,50,61,54,56,47,18
herald,45,16,25,22,31,18,51,29,41,26,70,56,63,27,23,25,24,17,65,44,52,60,54,57,48,18
msn,45,16,25,21,30,18,52,28,37,27,70,54,63,27,23,25,30,16,64,45,52,61,55,57,48,18
nytimes,41,16,25,22,31,22,51,30,41,23,69,56,62,27,21,25,30,17,64,44,52,60,55,59,46,18
unisys,45,17,25,22,31,18,51,29,38,26,70,54,63,27,23,25,24,17,64,44,52,60,54,57,48,18
uswx,45,16,25,22,31,18,51,29,41,26,70,54,60,27,23,25,30,16,65,44,52,61,54,57,48,18
washingtonpost,45,16,25,24,30,22,51,29,38,26,68,56,63,27,23,25,30,16,65,44,52,61,54,57,46,18
weatherbug,45,14,21,21,31,20,53,30,35,26,70,54,62,27,21,26,29,17,65,45,48,59,54,57,46,15
weatherforyou,45,16,25,21,30,18,52,30,41,25,70,60,63,27,23,25,29,18,65,46,53,60,54,59,48,18
wunderground,44,16,23,23,31,21,54,30,38,26,69,56,61,27,23,24,34,16,66,41,52,61,56,59,45,17
yahoo,45,18,25,22,31,18,51,29,37,25,70,54,63,27,23,25,24,18,65,44,50,62,54,57,48,18
